Timestamp,Open,High,Low,Close,Volume
1704699960000,43900.0,43904.5,43899.0,43899.0,1.34029015
1704700020000,43899.0,43899.0,43899.0,43899.0,0.0
1704700080000,43882.5,43890.0,43882.5,43887.0,1.84270117
1704700140000,43910.0,43910.5,43906.5,43906.5,0.04554927
1704700200000,43909.0,43909.0,43909.0,43909.0,1.15466078
1704700260000,43925.5,43936.0,43925.5,43936.0,1.10196064
1704700320000,43937.5,43937.5,43937.5,43937.5,10.96625889
1704700380000,43947.5,43947.5,43947.5,43947.5,0.97161386
1704700440000,43970.0,43994.0,43970.0,43994.0,11.5432363
1704700500000,43969.5,43984.5,43958.0,43984.5,46.34068548
1704700560000,43990.0,43990.0,43990.0,43990.0,0.06796999
1704700620000,43989.0,43990.5,43981.0,43981.5,3.34641736
1704700680000,43993.0,44002.0,43993.0,44002.0,3.54274586
1704700740000,44002.0,44002.0,43990.0,43990.0,3.23945426
1704700800000,43990.0,43996.5,43989.5,43996.5,7.87356846
1704700860000,43993.0,43993.0,43973.5,43973.5,7.79157545
1704700920000,43974.5,43981.5,43974.5,43981.5,17.6601894
1704700980000,44006.0,44014.5,43992.5,43992.5,5.78580586
1704701040000,43992.5,43992.5,43987.5,43987.5,1.5073799
1704701100000,43984.0,43986.5,43970.5,43970.5,8.8108295
1704701160000,43965.0,43965.0,43962.0,43962.0,1.63726514
1704701220000,43957.5,43960.0,43957.5,43960.0,2.30190334
1704701280000,43960.0,43960.0,43960.0,43960.0,3.32051865
1704701340000,43972.5,43972.5,43972.5,43972.5,2.20410484
1704701400000,43972.5,43972.5,43970.0,43970.0,1.43249237
1704701460000,43976.5,44025.5,43976.5,44025.5,9.4079064
1704701520000,44025.5,44054.5,44025.5,44047.0,20.78584628
1704701580000,44045.0,44045.0,44017.5,44017.5,9.30786597
1704701640000,44017.5,44018.0,44012.0,44018.0,3.26016746
1704701700000,44021.5,44021.5,44021.5,44021.5,1.3597901
1704701760000,44020.5,44020.5,44016.0,44016.0,2.28154498
1704701820000,44014.5,44032.0,44014.5,44030.0,3.41838933
1704701880000,44032.0,44048.0,44029.0,44040.5,2.71682679
1704701940000,44040.5,44053.5,44040.5,44051.5,0.45456921
1704702000000,44053.5,44054.0,44053.5,44054.0,1.41396219
1704702060000,44054.0,44065.0,44054.0,44065.0,1.97951026
1704702120000,44067.0,44067.0,44067.0,44067.0,1.35770531
1704702180000,44069.5,44080.0,44063.0,44063.0,2.12121974
1704702240000,44062.5,44068.5,44059.0,44068.5,2.92845571
1704702300000,44068.5,44068.5,44060.5,44060.5,4.6359885
1704702360000,44060.5,44060.5,44025.0,44025.0,3.03930321
1704702420000,44025.0,44025.0,43999.0,43999.0,2.8602203
1704702480000,43999.0,43999.0,43999.0,43999.0,1.45957863
1704702540000,44022.5,44022.5,44022.0,44022.0,3.41533778
1704702600000,44019.0,44019.0,44019.0,44019.0,0.51341466
1704702660000,44040.0,44048.0,44031.5,44031.5,1.06829028
1704702720000,44023.5,44030.0,44021.5,44030.0,1.56580627
1704702780000,44015.5,44015.5,44015.5,44015.5,0.97897332
1704702840000,44017.5,44027.0,44017.5,44027.0,2.20366258
1704702900000,44029.5,44036.0,44029.5,44031.0,1.87800695
1704702960000,44015.0,44015.0,44012.0,44012.0,1.88757326
1704703020000,44007.0,44007.0,43993.5,43993.5,1.14921207
1704703080000,43986.5,43986.5,43979.0,43979.0,10.92289693
1704703140000,43978.5,43980.5,43978.5,43978.5,3.69587035
1704703200000,43978.5,43978.5,43978.5,43978.5,7.5173096
1704703260000,43966.0,43966.0,43952.0,43952.0,0.71125019
1704703320000,43961.5,43961.5,43957.0,43957.0,5.07200193
1704703380000,43957.0,43957.0,43957.0,43957.0,10.01114726
1704703440000,43957.0,43957.0,43957.0,43957.0,0.0
1704703500000,43935.5,43935.5,43935.5,43935.5,2.18433841
